PROJECT,StartDate,EndDate,Duration__in_seconds_,RecordedDate,UserLanguage,DEMOGR_1,DEMOGR_2,DEMOGR_3,DEMOGR_4,WK_1,WK_2,WK_3,WK_4,EM_P1,EM_P2,EM_P3,EM_P4,EM_I1,EM_I2,EM_I3,EM_I4,GENERAL_1,GENERAL_2,GENERAL_3,GENERAL_4,GENERAL_1_kind,GENERAL_2_kind,GENERAL_3_kind,GENERAL_4_kind
7,5/2/2022 2:18:29,5/2/2022 2:29:04,634,5/2/2022 2:29:04,NL,54,2,4,7827,3,3,3,5,6,10,10,1,10,10,10,10,5,4,5,5, , , , 
7,5/2/2022 2:25:27,5/2/2022 2:37:19,712,5/2/2022 2:37:20,NL,54,2,8,7255,5,3,3,4,6,8,9,9,9,9,9,7,4,3,5,4, , , , 
7,5/2/2022 2:40:36,5/2/2022 2:46:11,334,5/2/2022 2:46:12,NL,70,2,7,1825,4,5,5,3,7,5,5,5,7,5,5,5,2,4,4,3, , , , 
7,5/2/2022 3:05:19,5/2/2022 3:11:20,361,5/2/2022 3:11:20,NL,73,2,5,1944,5,5,3,5,8,9,10,9,9,8,8,6,5,5,5,5, , , , 
7,5/2/2022 3:03:11,5/2/2022 3:14:55,703,5/2/2022 3:14:55,NL,68,2,5,3023, ,3, , , , , , , , , , , ,5,5, , , , , 
7,5/2/2022 3:24:00,5/2/2022 3:35:15,674,5/2/2022 3:35:15,NL,62,2,7,6721,4,5,3,4,8,7,8,6,7,6,7,5,1,4,3,4, , , , 
7,5/2/2022 4:07:47,5/2/2022 4:15:23,456,5/2/2022 4:15:24,NL,60,2,6,5438,5,5,5,4,8,7,7,7,7,8,8,5,3,3,4,3, , , , 
7,5/2/2022 4:31:39,5/2/2022 4:35:31,232,5/2/2022 4:35:31,NL,20,2,10,2140,4,5,5,2,3,8,7,7,9,9,6,5,4,4,4,4, , , , 
7,5/2/2022 6:40:14,5/2/2022 6:48:08,474,5/2/2022 6:48:08,NL,63,2,4,2104,4,4,5,5,3,7,8, ,6,6,6,4,2,4,4,4, , , , 
7,5/2/2022 7:11:54,5/2/2022 7:15:50,235,5/2/2022 7:15:50,NL,49,2,7,9718,5,5,5,5,7,7,1,1,1,8,1,4,4,3,3,3, , , , 
7,5/2/2022 7:11:32,5/2/2022 7:16:30,298,5/2/2022 7:16:30,NL,51,2,8,3531,3,3,3,4,6,10,10,7,8,6,7,5,5,3,4,4, , , , 
7,5/2/2022 7:36:41,5/2/2022 7:41:46,305,5/2/2022 7:41:46,NL,49,2,8,5050,5,5,5,3,8,5,5,5,5,5,5,5,5,3,3,3, , , , 
7,5/2/2022 7:57:03,5/2/2022 8:02:42,339,5/2/2022 8:02:43,NL,52,2,7,3059,5,5,3,5,6,8,7,8,8,7,7,2,3,5,5,5, , , , 
7,5/2/2022 10:08:46,5/2/2022 10:15:58,432,5/2/2022 10:15:59,NL,61,2,4,7741,3,5,5,3,3,6,6,6,6,6,6,6,3,4,4,4, , , , 
7,5/2/2022 10:51:38,5/2/2022 11:08:04,985,5/2/2022 11:08:04,NL,76,2,3,9514,3,5,3,4,8,6,7,7,8,7,7,6,2,5,5,3, , , , 
7,5/2/2022 12:02:20,5/2/2022 12:07:53,333,5/2/2022 12:07:53,NL,34,2,7,6039,4,5,5,5,8,8,8,8,9,8,9,9,3,5,5,5, , , , 
7,5/2/2022 12:08:01,5/2/2022 12:12:45,283,5/2/2022 12:12:45,NL,54,2,7,3732,5,5,3,4,8,10,8,10,10,6,8,6,5,5,5,3, , , , 
7,5/2/2022 12:14:32,5/2/2022 12:18:41,249,5/2/2022 12:18:41,NL,23,2,5,2242,1,3,3,2,8,7,8,8,7,6,7,3,3,4,4,4, , , , 
7,5/2/2022 13:11:57,5/2/2022 13:16:43,285,5/2/2022 13:16:43,NL,40,1,7,6534,3,5,5,4,8, , , , , , , , ,4,4,4, , , , 
7,5/2/2022 13:12:08,5/2/2022 13:17:40,331,5/2/2022 13:17:40,NL,71,2,3,3122,3,4,5,3,1,6,6,6,6,6,6,5,2,4,4,4, , , , 
7,5/2/2022 13:19:18,5/2/2022 13:24:15,296,5/2/2022 13:24:15,NL,64,2,7,7553,5,5,5,4,8,6,7,7,8,8,7,6,5,4,4,2, , , , 
7,5/2/2022 13:59:19,5/2/2022 14:07:00,460,5/2/2022 14:07:01,NL,52,2,8,2585,5,5,3,5,8,7,9,5,8,5,6,3,4,5,5,5, , , , 
7,5/2/2022 14:14:28,5/2/2022 14:19:58,329,5/2/2022 14:19:58,NL,58,2,7,2105,4,5,4,3,7,6,8,7,7,7,8,7,4,4,4,4, , , , 
7,5/2/2022 12:14:46,5/2/2022 14:25:05,7819,5/2/2022 14:25:06,NL,52,2,2,2381,5,5,3,5,8,8,9,8,9,8,9,7,4,5,5,5, , , , 
7,5/2/2022 14:25:46,5/2/2022 14:30:17,271,5/2/2022 14:30:17,NL,36,2,8,2547,5,3,3,4,6,8,8,6,8,5,6,3,3,4,4,3, , , , 
7,5/2/2022 15:03:32,5/2/2022 15:09:29,357,5/2/2022 15:09:29,NL,67,2,6,8637,5,5,4,5,7,8,8,8,9,8,8,8,3,5,5,5, , , , 
7,5/2/2022 15:10:22,5/2/2022 15:18:41,499,5/2/2022 15:18:42,NL,65,1,10,9850,5,5,3,3,8,8,8,5,8,8,8,5,4,4,4,3, , , , 
7,5/2/2022 15:38:51,5/2/2022 15:44:53,362,5/2/2022 15:44:53,NL,30,2,5,2521,3,5,3,3,3,6,9,1,7,7,2,2,5,3,2,2, , , , 
7,5/2/2022 20:55:17,5/2/2022 21:10:30,912,5/2/2022 21:10:30,NL,36,1,8,2313,5,3,3,5,8,7,9,7,8,7,8,3,3,5,4,4, , , , 
7,5/2/2022 21:54:12,5/2/2022 22:06:01,709,5/2/2022 22:06:02,NL,50,2,7,1991,5,5,3,5,8,10,10,10,10,10,10,10,5,5,5,5, , , , 
7,5/2/2022 22:35:48,5/2/2022 23:08:14,1946,5/2/2022 23:08:15,NL,65,2,4,3401,4,5,5,4,8,9,8,7,8,8,7,7,4,5,5,4, , , , 
7,5/2/2022 23:09:55,5/2/2022 23:17:43,468,5/2/2022 23:17:44,NL,51,2,7,3892,4,4,5,3,3,6,6,7,7,7,6,5,2,3,3,3, , , , 
7,5/2/2022 23:38:59,5/2/2022 23:42:38,218,5/2/2022 23:42:38,NL,43,2,7,2641,5,5,5,4,8, , , , , , , , ,3,4,4, , , , 
7,5/2/2022 23:55:39,5/3/2022 0:02:22,402,5/3/2022 0:02:22,NL,66,2,7,5256,5,5,5,4,8,7,10,7,8,9,8,9,4,4,5,4, , , , 
7,5/3/2022 2:52:39,5/3/2022 3:01:09,510,5/3/2022 3:01:10,NL,47,2,3,6034,5,3,3,5,8, , , , , , , , ,4,5,4, , , , 
7,5/3/2022 3:56:43,5/3/2022 4:07:38,655,5/3/2022 4:07:38,NL,62,2,7,8400,5,5,5,5,8,8,8,8,9,9,6,6,3,5,4,4, , , , 
7,5/3/2022 4:19:19,5/3/2022 4:23:49,269,5/3/2022 4:23:49,NL,27,1,8,3311,3,3,3,5,6,9,8,8,8,9,9,3,4,5,5,5, , , , 
7,5/3/2022 4:27:16,5/3/2022 4:31:24,247,5/3/2022 4:31:24,NL,29,2,8,2565,3,3,4,5,3,10,10,5,8,7,7,8,3,4,2,5, , , , 
7,5/3/2022 7:33:48,5/3/2022 7:39:33,345,5/3/2022 7:39:34,NL,43,2,7,2211,5,5,3,4,7,7,9,9,1,8,9,1,5,4,4,5, , , , 
7,5/3/2022 7:36:47,5/3/2022 7:41:13,265,5/3/2022 7:41:13,NL,42,2,10,4463,4,5,5,4,8,9,9,10,10,7,7,7,5,4,4,4, , , , 
7,5/3/2022 8:14:37,5/3/2022 8:24:00,562,5/3/2022 8:24:01,NL,63,2,4,2321,4,5,5,5,7,7,1,1,1,7,7,6,4,4,4,4, , , , 
7,5/3/2022 9:28:40,5/3/2022 9:33:26,286,5/3/2022 9:33:27,NL,23,1,4,2831,5,3,5,4,7,9,9,8,10,9,8,10,5,3,4,2, , , , 
7,5/3/2022 12:20:57,5/3/2022 12:25:26,268,5/3/2022 12:25:26,NL,50,2,7,9481,5,5,3,5,7,9,10,10,10,9,10,10,5,5,5,5, , , , 
7,5/3/2022 12:34:44,5/3/2022 12:40:10,326,5/3/2022 12:40:10,NL,33,2,4,2681,5,5,5,5,8,9,9,9,9,7,9,8,5,5,5,5, , , , 
7,5/3/2022 13:43:56,5/3/2022 13:51:13,436,5/3/2022 13:51:13,NL,54,2,7,5702,3,3,3,5,6,8,9,9,9,7,9,7,4,5,5,5, , , , 
7,5/3/2022 14:20:12,5/3/2022 14:39:38,1166,5/3/2022 14:39:39,NL,40,1,7,2316,5,5,3,4,6,9,8,8,9,8,8,2,3,4,4,1, , , , 
7,5/3/2022 14:41:21,5/3/2022 14:45:53,272,5/3/2022 14:45:54,NL,42,2,8,4817,5,3,3,5,6,8,9,9,9,9,8,6,3,4,5,5, , , , 
7,5/3/2022 14:39:13,5/3/2022 14:49:50,636,5/3/2022 14:49:50,NL,65,1,8,2352,3,3,3,2,6,5,5,5,3,5,5,5,4,2,2,2, , , , 
7,5/4/2022 5:11:25,5/4/2022 5:18:20,414,5/4/2022 5:18:20,NL,51,2,8,2312,5,5,3,3,8,7,9,6,8,5,6,5,2,4,3,3, , , , 
7,5/4/2022 6:34:31,5/4/2022 6:41:04,393,5/4/2022 6:41:04,NL,59,1,8,2312,5,5,3,2,8,5,5,5,5,6,6,6,4,2,3,3, , , , 
7,5/4/2022 14:18:42,5/4/2022 14:29:00,617,5/4/2022 14:29:00,NL,66,2,7,4105,5,5,3,3,8,6,7,2,7,7,8,3,5,5,4,4, , , , 
7,5/5/2022 5:29:38,5/5/2022 5:38:57,559,5/5/2022 5:38:57,NL,72,2,7,1336,4,4,3,4,7,8,8,7,8,10,9,7,4,4,4,4, , , , 
7,5/5/2022 5:51:18,5/5/2022 5:58:22,424,5/5/2022 5:58:22,NL,55,2,8,2652,5,5,3,4,6,8,8,7,7,6,7,3,4,2,3,2, , , , 
7,5/5/2022 7:17:30,5/5/2022 7:21:22,231,5/5/2022 7:21:22,NL,35,2,7,2902,4,5,3,4,8,9,10,5,9,9,8,6,5,5,4,4, , , , 
7,5/5/2022 7:53:39,5/5/2022 8:03:18,578,5/5/2022 8:03:18,NL,43,2,7,6651,3,3,4,3,3,8,8,5,10,7,7,6,5,4,4,4, , , , 
7,5/5/2022 11:50:48,5/5/2022 11:58:43,475,5/5/2022 11:58:43,NL,59,2,6,7471,5,5,3,4,6,10,10,10,10,8,8,6,4,5,5,5, , , , 
7,5/5/2022 12:21:00,5/5/2022 12:34:11,790,5/5/2022 12:34:11,NL,65,2,7,2382,5,5,5,4,8,7,6,7,7,6,6,6,2,5,4,4, , , , 
7,5/5/2022 12:49:59,5/5/2022 12:53:46,226,5/5/2022 12:53:46,NL,44,2,8,2022,5,5,3,4,6,9,9,9,9,8,8,8,3,4,4,2, , , , 
7,5/5/2022 14:04:56,5/5/2022 14:11:35,398,5/5/2022 14:11:35,NL,53,2,7,2285,3,5,5,3,7,8,8,8,8,5,5,5,5,4,3,4, , , , 
7,5/6/2022 0:28:44,5/6/2022 0:35:42,417,5/6/2022 0:35:42,NL,46,2,8,3523,5,5,5,5,8,5, , , , , , , ,4,4,3, , , , 
7,5/6/2022 0:57:37,5/6/2022 1:03:12,334,5/6/2022 1:03:12,NL,46,2,4,5685,5,5,3,4,8,8,9,9,9,8,9,6,5,4,4,4, , , , 
7,5/6/2022 3:51:01,5/6/2022 3:57:05,364,5/6/2022 3:57:05,NL,61,1,8,2321,5,5,3,3,8, , , , , , , , ,4,3,4, , , , 
7,5/6/2022 4:17:38,5/6/2022 4:21:41,243,5/6/2022 4:21:42,NL,31,2,4,8101,4,4,3,3,3,6,6,8,7,8,10,8,5,4,5,2, , , , 
7,5/6/2022 4:48:53,5/6/2022 4:54:20,326,5/6/2022 4:54:20,NL, ,4,8,1094,4,5,3,5,7, , ,8,8,6, , , ,4,4,4, , , , 
7,5/7/2022 19:05:15,5/7/2022 19:25:49,1233,5/7/2022 19:25:49,NL,58,1,10,2904,5,5,5,4,3,8,8,9,8,8,7,5,5,4,5,4, , , , 
7,5/8/2022 8:04:08,5/8/2022 8:08:53,285,5/8/2022 8:08:54,NL,47,2,8,2331,5,5,3,4,6,6, ,4,6,9, ,3,5,2,4,2, , , , 
7,5/9/2022 0:09:29,5/9/2022 0:38:11,1721,5/9/2022 0:38:11,NL,47,1,4,2235,5,5,5,4,8,7,8,8,8,8,6,6,3,4,4,4, , , , 
7,5/9/2022 4:40:48,5/9/2022 4:56:38,949,5/9/2022 4:56:38,NL,65,2,8,3117,3,5,3,4,8,10,10,10,10,10,8,5,5,5,5,3, , , , 
7,5/9/2022 8:33:06,5/9/2022 8:42:55,588,5/9/2022 8:42:55,NL,58,2,6,3144,5,3,3,3,8,8,5,8,8,5,7,5,4,5,5,2, , , , 
7,5/10/2022 12:40:06,5/10/2022 12:50:51,645,5/10/2022 12:50:51,NL,69,2,4,3065,5,3,3,3,7,8,8,8, , , , ,3,5,3,3, , , , 
7,5/12/2022 4:56:30,5/12/2022 5:02:18,347,5/12/2022 5:02:18,NL,71,1,7,3904,4,4,5,3,7,5,5,5,5,5,5,5,1,4,4,3, , , , 
7,5/12/2022 4:58:21,5/12/2022 5:02:37,256,5/12/2022 5:02:37,NL,20,2,5,1025,1,4,5,4,8,7,9,7,8,5,5,4,1,5,4,5, , , , 
7,5/12/2022 5:02:29,5/12/2022 5:08:20,351,5/12/2022 5:08:20,NL,58,2,7,2241,5,5,3,4,8,9,8,6,8,7,7,4,3,5,4,4, , , , 
7,5/12/2022 5:17:26,5/12/2022 5:25:39,493,5/12/2022 5:25:40,NL,77,2,8,5298,3,5,3,3,7,6,7,6,7,5,5,5,1,4,4,4, , , , 
7,5/12/2022 5:02:50,5/12/2022 5:29:48,1617,5/12/2022 5:29:48,NL,64,2,7,1562,5,5,5,5,7,7,8,8,10,7,9,8,4,4,5,5, , , , 
7,5/12/2022 5:28:45,5/12/2022 5:35:04,379,5/12/2022 5:35:04,NL,68,2,8,2132,4,3,3,4,8,9,8,8,8,10,8,6,5,4,4,4, , , , 
7,5/12/2022 5:45:22,5/12/2022 5:51:30,368,5/12/2022 5:51:30,NL,52,2,8,8012,3,3,3,4,8,5,7,5,7,5,6,4,3,2,3,2, , , , 
7,5/12/2022 6:07:10,5/12/2022 6:12:38,327,5/12/2022 6:12:38,NL,78,2,8,3045,5,5,5,3,7, , , , , , , , ,4,3,3, , , , 
7,5/12/2022 6:08:09,5/12/2022 6:18:56,646,5/12/2022 6:18:56,NL,72,2,7,2024,4,5,5,4,3,8,7,8,5,6,6,6,3,4,5,4, , , , 
7,5/12/2022 6:20:24,5/12/2022 6:29:01,516,5/12/2022 6:29:01,NL,67,2,7,3892,4,5,5,4,8,8,8, ,10,8,8, ,4,4,5,4, , , , 
7,5/12/2022 6:21:08,5/12/2022 6:31:38,630,5/12/2022 6:31:39,NL,81,2,2,4758,4,5,3,3,7,10,10,10,10,10,10,5,5,5,5,3, , , , 
7,5/12/2022 6:30:12,5/12/2022 6:36:41,389,5/12/2022 6:36:42,NL,73,2,7,7552,4,4,3,1,7,10,10,10,10,8,8,1,5,3,4,1, , , , 
7,5/12/2022 6:32:07,5/12/2022 6:38:29,381,5/12/2022 6:38:29,NL,72,2,7,3068,4,4,3,4,7,7,7,8,9,8,8,4,3,4,3,3, , , , 
7,5/12/2022 6:37:37,5/12/2022 6:42:30,292,5/12/2022 6:42:30,NL,55,2,8,6703,5,5,5,3,7,8,8,8,8,6,6,8,2,4,4,4, , , , 
7,5/12/2022 6:53:12,5/12/2022 6:57:19,247,5/12/2022 6:57:20,NL,21,1,5,1061,4,5,5,4,8,7,6,7,7,6, , ,4,4,3,3, , , , 
7,5/12/2022 7:34:26,5/12/2022 7:43:44,557,5/12/2022 7:43:44,NL,71,1,7,6883,4,5,5,3,7, , , , , , , , ,4,3,1, , , , 
7,5/12/2022 7:48:56,5/12/2022 7:57:48,531,5/12/2022 7:57:49,NL,56,2,7,2614,4,5,3,4,8,6,6,6,10,6,8,5,5,4,4,5, , , , 
7,5/12/2022 8:03:02,5/12/2022 8:10:07,424,5/12/2022 8:10:07,NL,64,2,7,5709,4,5,5,4,8,8,10,6,9,7,7,7,5,4,4,4, , , , 
7,5/12/2022 8:20:11,5/12/2022 8:25:09,297,5/12/2022 8:25:09,NL,52,1,4,2273,4,4,4,3,7,5,5,5,5,5,5,5,5,3,3,3, , , , 
7,5/12/2022 9:29:27,5/12/2022 9:34:03,276,5/12/2022 9:34:04,NL,36,1,8,1034,5,5,5,4,7,7,7, ,7, , , ,3,4,4,4, , , , 
7,5/12/2022 10:21:03,5/12/2022 10:31:27,624,5/12/2022 10:31:27,NL,73,2,5, ,5,5,5,4,1, ,7, ,10, , , ,2,4,4,3, , , , 
7,5/12/2022 10:25:07,5/12/2022 10:34:37,569,5/12/2022 10:34:37,NL,65,1,8,2321,5,5,5,4,8,6,6,6,6,6,6,5,1,4,4,3, , , , 
7,5/12/2022 11:00:06,5/12/2022 11:05:53,347,5/12/2022 11:05:54,NL,52,1,4,2151,4,5,3,4,7,8,7,5,10,7,7,7,4,4,4,2, , , , 
7,5/12/2022 11:04:21,5/12/2022 11:33:17,1736,5/12/2022 11:33:17,NL,85,1,3,6031,3,5,5,3,3,8,10,9,7,7,9,7,5,2,4,2, , , , 
7,5/12/2022 11:29:58,5/12/2022 11:37:05,426,5/12/2022 11:37:05,NL,62,4,8,9404,5,3,5,4,8,7,9,5,8,7,8,7,2,3,5,4, , , , 
7,5/12/2022 11:30:17,5/12/2022 11:40:59,641,5/12/2022 11:40:59,NL,21,3,5,2274,5,5,3,4,7,6,7,6,6,6,7,6,3,4,4,5, , , , 
7,5/12/2022 11:28:38,5/12/2022 11:41:48,789,5/12/2022 11:41:48,NL,68,1,8,6591,5,3,3,4,8,8,8,8,6,8,7,5,4,4,5,3, , , , 
7,5/12/2022 12:40:30,5/12/2022 12:48:25,474,5/12/2022 12:48:25,NL,80,2,7,2317,3,3,4,3,3,8,8,7,9,9,8,6,3,4,4,4, , , , 
7,5/12/2022 13:27:35,5/12/2022 13:34:39,424,5/12/2022 13:34:39,NL,42,2,7,5014,5,5,5,4,3,7,9,8,10,7,9,8,2,4,3,2, , , , 
7,5/12/2022 13:19:04,5/12/2022 13:38:51,1187,5/12/2022 13:38:51,NL,81,1,7,2111,5,5,5,4,8,8,8,5,8,8,8,5,3,4,4,3, , , , 
7,5/12/2022 6:06:31,5/12/2022 13:56:20,28188,5/12/2022 13:56:20,NL,80,1,7,7442,3,3,5,3,7,7,7,6,7,7,7,5,2,3,4,3, , , , 
7,5/13/2022 1:19:24,5/13/2022 1:23:01,216,5/13/2022 1:23:01,NL,54,2,7,3732,5,5,3,5,8,10,10,10,10,7,10,5,5,5,5,3, , , , 
7,5/12/2022 5:40:04,5/13/2022 2:20:48,74444,5/13/2022 2:20:48,NL,47,1,5,3206,3,3,5,5,8,8,8,8,8,5,8,6,4,2,4,2, , , , 
7,5/13/2022 3:39:28,5/13/2022 3:46:47,438,5/13/2022 3:46:47,NL,69,2,8,5233,4,5,3,4,7,10,10,10,10,9,10,5,4,4,4,4, , , , 
7,5/13/2022 12:42:55,5/13/2022 12:49:25,390,5/13/2022 12:49:25,NL,45,2,7,2405,4,4,5,4,8,8,9,8,9,8,8,8,4,4,4,5, , , , 
7,5/13/2022 15:28:46,5/13/2022 15:35:49,422,5/13/2022 15:35:49,NL,48,1,4,7844,4,4,5,4,7, , , , , , , , ,3,4,4, , , , 
7,5/14/2022 0:43:22,5/14/2022 0:48:28,305,5/14/2022 0:48:28,NL,50,2,8,2291,5,5,3,4,7,8,8,10,10,7,7,5,5,5,5,3, , , , 
7,5/13/2022 13:18:41,5/14/2022 0:50:49,41527,5/14/2022 0:50:49,NL,61,1,6,1094,5,4,5,3,8,8,7,7,7,7,7,7,2,4,4,3, , , , 
7,5/14/2022 3:56:31,5/14/2022 4:05:23,532,5/14/2022 4:05:24,NL,72,1,8,6534,5,3,3,4,8,9,10,9,8,9,9,5,2,3,3,2, , , , 
7,5/14/2022 9:57:03,5/14/2022 10:01:55,292,5/14/2022 10:01:55,NL,42,2,8,3522,5,5,5,4,8,8,8,8,7,6,5,7,1,4,4,3, , , , 
7,5/15/2022 13:13:07,5/15/2022 13:40:03,1615,5/15/2022 13:40:03,NL,73,1,8,3402,5,5,5,3,8,8,7,1,1,6,6,6,2,4,3,3, , , , 
7,5/15/2022 16:55:19,5/15/2022 17:05:19,600,5/15/2022 17:05:19,NL,68,1,4,4841,3,3,3,5,6,9,9,9,9,9,9,9,4,5,5,5, , , , 
7,5/12/2022 13:19:31,5/16/2022 3:24:19,309887,5/16/2022 3:24:31,NL,53,2,3,1942,5,5,5,3,7, , , , , , , , ,4,4,3, , , , 
7,5/17/2022 13:15:20,5/17/2022 13:25:33,613,5/17/2022 13:25:33,NL,66,1,8,7512,5,5,5,4,7,7,7,7,7,6,7,4,2,4,3,3, , , , 
7,5/19/2022 3:49:16,5/19/2022 3:53:09,233,5/19/2022 3:53:09,NL,42,2,8,3832,3,3,3,4,6,6,6,7,7,6,6,6,2,4,4,3, , , , 
7,5/19/2022 7:38:26,5/19/2022 7:43:00,273,5/19/2022 7:43:00,NL,38,2,7,3621,5,5,5,3,6,6,6,6,6,6,5,5,2,4,3,4, , , , 
